sampling_period,patch,date,time,treatment,divers,observer,quad_id,transect,heading,quadrat,shoot_count,distance_patch,above_ground,below_ground,shoot_bag_num,percent_total_n,percent_total_c,total_grunt_nh4_rate,mean_sand_depth,sd_sand_depth,original_cuke_density,final_cuke_density,true_seagrass_area,total_reef_area,log_original_cuke_density,log_final_cuke_density,prop_dd,lat,lon,total_cuke_excretion,patch_size,grunt_pee_m2,cuke_pee_m2,log_grunt_pee_m2,log_cuke_pee_m2,scale_log_og_cukes,scale_log_cukes_final,scale_log_grunt_pee_m2,scale_log_cuke_pee_m2,scale_distance,scale_sand,scale_seagrass_area,scale_reef_area,scale_patch_size,cont_treatment,scale_cont_treatment,mean_blade_height,sd_blade_height,n_blade_height,se_blade_height,shoot_count_offset,above_ground_offset,below_ground_offset,mean_height_offset,sd_height_offset,percent_total_n_offset,observer_offset,shoot_prop,height_prop,above_prop,below_prop,percent_total_n_prop
1,Montreal,2019-07-03,10:00:00,zero,"RM, HW",NA,1_2,1,60,2,165,1.3,NA,NA,T1Q2,NA,NA,1893.169847285691,7.75,0.9574271077563381,0.6026210474790317,0,11.615923521561974,18.643410033784622,-0.5064667251178822,-4.891386666278263,0.5,24.820924,-76.263468,0,30.259333555346597,162.98057091814596,0,5.097167850413787,-2.4064789070070094,1.086779718243537,-1.680969312513574,0.7436952878005991,-1.701721049478948,-0.3273775171332061,-1.1888800768309074,-0.8327932240982457,-0.38162705307042877,-0.6842853287868008,-1,-1.2236643728386054,6.28,0.6300793600809346,5,0.28178005607210743,117,0.053,2.077,5.64,0.6767569726275452,0.01831,RM,1.4102564102564104,1.1134751773049647,NA,NA,NA
1,Montreal,2019-07-03,10:00:00,zero,"RM, HW",NA,1_3,1,60,3,14,2.8,NA,NA,T1Q3,NA,NA,1893.169847285691,5.75,1.707825127659933,0.6026210474790317,0,11.615923521561974,18.643410033784622,-0.5064667251178822,-4.891386666278263,0.5,24.820924,-76.263468,0,30.259333555346597,162.98057091814596,0,5.097167850413787,-2.4064789070070094,1.086779718243537,-1.680969312513574,0.7436952878005991,-1.701721049478948,0.5474601311584703,-1.466596490382617,-0.8327932240982457,-0.38162705307042877,-0.6842853287868008,-1,-1.2236643728386054,4.14,1.390323703315167,5,0.6217716622683925,18,0.023,0.301,3.6,0.8,0.01766,RM,0.7777777777777778,1.15,NA,NA,NA
1,Montreal,2019-07-03,10:00:00,zero,"RM, HW",NA,2_1,2,330,1,208,1,NA,NA,T2Q1,NA,NA,1893.169847285691,9.5,1.9148542155126762,0.6026210474790317,0,11.615923521561974,18.643410033784622,-0.5064667251178822,-4.891386666278263,0.5,24.820924,-76.263468,0,30.259333555346597,162.98057091814596,0,5.097167850413787,-2.4064789070070094,1.086779718243537,-1.680969312513574,0.7436952878005991,-1.701721049478948,-0.5023450467915415,-0.9458782149731615,-0.8327932240982457,-0.38162705307042877,-0.6842853287868008,-1,-1.2236643728386054,13.18,2.766224864323217,5,1.237093367535369,100,0.461,0.957,11.96,3.0344686520048283,0.01856,RM,2.08,1.1020066889632105,NA,NA,NA
1,Montreal,2019-07-03,10:00:00,zero,"RM, HW",NA,2_2,2,330,2,146,1.7,NA,NA,M1,NA,NA,1893.169847285691,7.75,0.9574271077563381,0.6026210474790317,0,11.615923521561974,18.643410033784622,-0.5064667251178822,-4.891386666278263,0.5,24.820924,-76.263468,0,30.259333555346597,162.98057091814596,0,5.097167850413787,-2.4064789070070094,1.086779718243537,-1.680969312513574,0.7436952878005991,-1.701721049478948,-0.09408747758875913,-1.1888800768309074,-0.8327932240982457,-0.38162705307042877,-0.6842853287868008,-1,-1.2236643728386054,8.9,2.361143790623519,5,1.0559356040971437,135,0.443,0.939,7.7,1.2308533625091174,0.01831,HW,1.0814814814814815,1.155844155844156,NA,NA,NA
1,Montreal,2019-07-03,10:00:00,zero,"RM, HW",NA,2_3,2,330,3,30,3.3,NA,NA,T2Q3,NA,NA,1893.169847285691,5.75,1.707825127659933,0.6026210474790317,0,11.615923521561974,18.643410033784622,-0.5064667251178822,-4.891386666278263,0.5,24.820924,-76.263468,0,30.259333555346597,162.98057091814596,0,5.097167850413787,-2.4064789070070094,1.086779718243537,-1.680969312513574,0.7436952878005991,-1.701721049478948,0.8390726805890291,-1.466596490382617,-0.8327932240982457,-0.38162705307042877,-0.6842853287868008,-1,-1.2236643728386054,6.74,0.8384509526501834,5,0.3749666651850535,31,0.107,1.119,6.26,2.1267345861672537,0.01766,RM,0.967741935483871,1.0766773162939298,NA,NA,NA
1,Montreal,2019-07-03,10:00:00,zero,"RM, HW",NA,3_1,3,150,1,209,0.6,NA,NA,T3Q1,NA,NA,1893.169847285691,9.5,1.9148542155126762,0.6026210474790317,0,11.615923521561974,18.643410033784622,-0.5064667251178822,-4.891386666278263,0.5,24.820924,-76.263468,0,30.259333555346597,162.98057091814596,0,5.097167850413787,-2.4064789070070094,1.086779718243537,-1.680969312513574,0.7436952878005991,-1.701721049478948,-0.7356350863359886,-0.9458782149731615,-0.8327932240982457,-0.38162705307042877,-0.6842853287868008,-1,-1.2236643728386054,11.219999999999999,5.077105474578994,5,2.2705505940189923,140,0.434,1.716,7.56,0.9396807968666806,0.01856,HW,1.4928571428571429,1.484126984126984,NA,NA,NA
1,Montreal,2019-07-03,10:00:00,zero,"RM, HW",NA,3_2,3,150,2,287,1.7,NA,NA,T3Q2,NA,NA,1893.169847285691,7.75,0.9574271077563381,0.6026210474790317,0,11.615923521561974,18.643410033784622,-0.5064667251178822,-4.891386666278263,0.5,24.820924,-76.263468,0,30.259333555346597,162.98057091814596,0,5.097167850413787,-2.4064789070070094,1.086779718243537,-1.680969312513574,0.7436952878005991,-1.701721049478948,-0.09408747758875913,-1.1888800768309074,-0.8327932240982457,-0.38162705307042877,-0.6842853287868008,-1,-1.2236643728386054,9.34,1.8742998692845279,5,0.8382123835878348,235,0.632,3.098,5.62,0.7918333157931662,0.01831,RM,1.221276595744681,1.6619217081850532,NA,NA,NA
1,Montreal,2019-07-03,10:00:00,zero,"RM, HW",NA,3_3,3,150,3,61,3.2,NA,NA,T3Q3,NA,NA,1893.169847285691,5.75,1.707825127659933,0.6026210474790317,0,11.615923521561974,18.643410033784622,-0.5064667251178822,-4.891386666278263,0.5,24.820924,-76.263468,0,30.259333555346597,162.98057091814596,0,5.097167850413787,-2.4064789070070094,1.086779718243537,-1.680969312513574,0.7436952878005991,-1.701721049478948,0.7807501707029174,-1.466596490382617,-0.8327932240982457,-0.38162705307042877,-0.6842853287868008,-1,-1.2236643728386054,5.92,0.7155417527999326,5,0.31999999999999995,59,0.217,1.289,7.7,1.547578754054216,0.01766,RM,1.0338983050847457,0.7688311688311688,NA,NA,NA
1,94North,2019-07-03,13:00:00,ft,"RM, RG",NA,1_1,1,60,1,173,0.1,NA,NA,T1Q1,NA,NA,2548.4342334006205,10,0.816496580927726,0.14400844605780333,0.14400844605780333,62.49633439130024,24.426336722017254,-1.9378833279469772,-1.887041305452561,0,24.81939599,-76.26096603,108,86.92267111331749,40.77733931472585,1.7281013526936402,3.7221884562059917,0.597865399333879,-0.4338805381962523,0.2949313317961114,0.05347630814516468,0.24376315290256578,-1.0272476357665472,-0.8764491115852341,0.25223418393798264,-0.24421856136832795,0.019244367023708277,NA,NA,8.9,2.438237068047322,5,1.0904127658827185,165,0.729,2.084,11.98,2.2365151463828723,0.01864,HW,1.0484848484848486,0.7429048414023373,NA,NA,NA
1,94North,2019-07-03,13:00:00,ft,"RM, RG",NA,1_2,1,60,2,239,0.8,NA,NA,T1Q2,NA,NA,2548.4342334006205,13.5,3.5118845842842465,0.14400844605780333,0.14400844605780333,62.49633439130024,24.426336722017254,-1.9378833279469772,-1.887041305452561,0,24.81939599,-76.26096603,108,86.92267111331749,40.77733931472585,1.7281013526936402,3.7221884562059917,0.597865399333879,-0.4338805381962523,0.2949313317961114,0.05347630814516468,0.24376315290256578,-0.618990066563765,-0.3904453878697423,0.25223418393798264,-0.24421856136832795,0.019244367023708277,NA,NA,11.280000000000001,0.6534523701081816,5,0.2922327839240491,180,0.79,0.711,9.88,2.007984063681781,0.017929999999999998,RM,1.3277777777777777,1.1417004048582997,NA,NA,NA
1,94North,2019-07-03,13:00:00,ft,"RM, RG",NA,1_3,1,60,3,71,2.4,NA,NA,T1Q3,NA,NA,2548.4342334006205,9.75,0.9574271077563381,0.14400844605780333,0.14400844605780333,62.49633439130024,24.426336722017254,-1.9378833279469772,-1.887041305452561,0,24.81939599,-76.26096603,108,86.92267111331749,40.77733931472585,1.7281013526936402,3.7221884562059917,0.597865399333879,-0.4338805381962523,0.2949313317961114,0.05347630814516468,0.24376315290256578,0.3141700916140232,-0.9111636632791978,0.25223418393798264,-0.24421856136832795,0.019244367023708277,NA,NA,9.28,0.8584870412533897,5,0.3839270764090491,108,0.338,1.695,8.22,1.1734564329364767,0.017689999999999997,HW,0.6574074074074074,1.1289537712895374,NA,NA,NA
1,94North,2019-07-03,13:00:00,ft,"RM, RG",NA,2_1,2,330,1,161,0.1,NA,NA,T2Q1,NA,NA,2548.4342334006205,10,0.816496580927726,0.14400844605780333,0.14400844605780333,62.49633439130024,24.426336722017254,-1.9378833279469772,-1.887041305452561,0,24.81939599,-76.26096603,108,86.92267111331749,40.77733931472585,1.7281013526936402,3.7221884562059917,0.597865399333879,-0.4338805381962523,0.2949313317961114,0.05347630814516468,0.24376315290256578,-1.0272476357665472,-0.8764491115852341,0.25223418393798264,-0.24421856136832795,0.019244367023708277,NA,NA,10.38,2.1358838919754044,5,0.9551963149007643,186,0.776,4.265,12.06,1.0064790112068904,0.01864,HW,0.8655913978494624,0.8606965174129354,NA,NA,NA
1,94North,2019-07-03,13:00:00,ft,"RM, RG",NA,2_2,2,330,2,86,1.5,NA,NA,T2Q2,NA,NA,2548.4342334006205,13.5,3.5118845842842465,0.14400844605780333,0.14400844605780333,62.49633439130024,24.426336722017254,-1.9378833279469772,-1.887041305452561,0,24.81939599,-76.26096603,108,86.92267111331749,40.77733931472585,1.7281013526936402,3.7221884562059917,0.597865399333879,-0.4338805381962523,0.2949313317961114,0.05347630814516468,0.24376315290256578,-0.21073249736098262,-0.3904453878697423,0.25223418393798264,-0.24421856136832795,0.019244367023708277,NA,NA,9.6,1.5132745950421553,5,0.6767569726275451,171,0.405,3.801,9.86,3.1109484084439587,0.017929999999999998,RM,0.5029239766081871,0.973630831643002,NA,NA,NA
1,94North,2019-07-03,13:00:00,ft,"RM, RG",NA,2_3,2,330,3,47,3.2,NA,NA,T2Q3,NA,NA,2548.4342334006205,9.75,0.9574271077563381,0.14400844605780333,0.14400844605780333,62.49633439130024,24.426336722017254,-1.9378833279469772,-1.887041305452561,0,24.81939599,-76.26096603,108,86.92267111331749,40.77733931472585,1.7281013526936402,3.7221884562059917,0.597865399333879,-0.4338805381962523,0.2949313317961114,0.05347630814516468,0.24376315290256578,0.7807501707029174,-0.9111636632791978,0.25223418393798264,-0.24421856136832795,0.019244367023708277,NA,NA,7.94,0.9787747442593728,5,0.43772137256478594,58,0.068,2.311,6.34,1.2033287165193056,0.017689999999999997,RM,0.8103448275862069,1.252365930599369,NA,NA,NA
1,94North,2019-07-03,13:00:00,ft,"RM, RG",NA,3_1,3,150,1,103,0,NA,NA,T3Q1,NA,NA,2548.4342334006205,10,0.816496580927726,0.14400844605780333,0.14400844605780333,62.49633439130024,24.426336722017254,-1.9378833279469772,-1.887041305452561,0,24.81939599,-76.26096603,108,86.92267111331749,40.77733931472585,1.7281013526936402,3.7221884562059917,0.597865399333879,-0.4338805381962523,0.2949313317961114,0.05347630814516468,0.24376315290256578,-1.0855701456526592,-0.8764491115852341,0.25223418393798264,-0.24421856136832795,0.019244367023708277,NA,NA,6.779999999999999,1.8700267377767623,5,0.8363013810822029,224,1.162,2.155,13.24,1.443260198301055,0.01864,RM,0.45982142857142855,0.512084592145015,NA,NA,NA
1,94North,2019-07-03,13:00:00,ft,"RM, RG",NA,3_2,3,150,2,265,1.5,NA,NA,T3Q2,NA,NA,2548.4342334006205,13.5,3.5118845842842465,0.14400844605780333,0.14400844605780333,62.49633439130024,24.426336722017254,-1.9378833279469772,-1.887041305452561,0,24.81939599,-76.26096603,108,86.92267111331749,40.77733931472585,1.7281013526936402,3.7221884562059917,0.597865399333879,-0.4338805381962523,0.2949313317961114,0.05347630814516468,0.24376315290256578,-0.21073249736098262,-0.3904453878697423,0.25223418393798264,-0.24421856136832795,0.019244367023708277,NA,NA,9.96,1.712600362022618,5,0.7658981655546646,243,0.901,1.782,NA,NA,0.017929999999999998,HW,1.0905349794238683,NA,NA,NA,NA
1,94North,2019-07-03,13:00:00,ft,"RM, RG",NA,3_3,3,150,3,131,3.3,NA,NA,T3Q3,NA,NA,2548.4342334006205,9.75,0.9574271077563381,0.14400844605780333,0.14400844605780333,62.49633439130024,24.426336722017254,-1.9378833279469772,-1.887041305452561,0,24.81939599,-76.26096603,108,86.92267111331749,40.77733931472585,1.7281013526936402,3.7221884562059917,0.597865399333879,-0.4338805381962523,0.2949313317961114,0.05347630814516468,0.24376315290256578,0.8390726805890291,-0.9111636632791978,0.25223418393798264,-0.24421856136832795,0.019244367023708277,NA,NA,10.42,0.6978538528947155,5,0.31208973068654444,189,1.408,1.872,8.879999999999999,2.313438998547401,0.017689999999999997,HW,0.6931216931216931,1.1734234234234235,NA,NA,NA
1,94Urchin,2019-07-03,14:30:00,dd,"HW, RG",NA,1_1,1,60,1,292,0.2,NA,NA,T1Q1,NA,NA,8808.21059359641,12.5,3.415650255319866,0.20001651020308528,0.20001651020308528,29.997523673960437,59.30829376847934,-1.6093553648258216,-1.5724913688072644,1,24.81939599,-76.26096603,93.6,89.30581744243977,293.6312573441667,3.12025755916813,5.684289435002988,1.1663923189238081,-0.08487004351561625,0.5018048259653026,1.0384214944302799,0.6119167424749764,-0.9689251258804356,-0.5293035946455971,-0.44080464483978893,0.5846138558098111,0.04883341497352287,NA,NA,15.88,2.3306651411131543,5,1.0423051376636305,203,1.303,2.893,9.18,2.5606639763936228,0.01667,HW,1.438423645320197,1.729847494553377,NA,NA,NA
1,94Urchin,2019-07-03,14:30:00,dd,"HW, RG",NA,1_2,1,60,2,257,3.8,NA,NA,T1Q2,NA,NA,8808.21059359641,16.125,2.6575364531836625,0.20001651020308528,0.20001651020308528,29.997523673960437,59.30829376847934,-1.6093553648258216,-1.5724913688072644,1,24.81939599,-76.26096603,93.6,89.30581744243977,293.6312573441667,3.12025755916813,5.684289435002988,1.1663923189238081,-0.08487004351561625,0.5018048259653026,1.0384214944302799,0.6119167424749764,1.1306852300195878,-0.025942595083123493,-0.44080464483978893,0.5846138558098111,0.04883341497352287,NA,NA,8.120000000000001,1.2833549781724465,5,0.5739337940912698,217,0.985,7.208,9.78,2.6451843035977665,0.01654,RM,1.1843317972350231,0.8302658486707568,NA,NA,NA
1,94Urchin,2019-07-03,14:30:00,dd,"HW, RG",NA,1_3,1,60,3,119,5.3,NA,NA,T1Q3,NA,NA,8808.21059359641,13.25,1.5545631755148024,0.20001651020308528,0.20001651020308528,29.997523673960437,59.30829376847934,-1.6093553648258216,-1.5724913688072644,1,24.81939599,-76.26096603,93.6,89.30581744243977,293.6312573441667,3.12025755916813,5.684289435002988,1.1663923189238081,-0.08487004351561625,0.5018048259653026,1.0384214944302799,0.6119167424749764,2.0055228783112646,-0.425159939563706,-0.44080464483978893,0.5846138558098111,0.04883341497352287,NA,NA,6.72,1.0207840124139878,5,0.45650848842053315,114,0.452,6.988,8,1.6837458240482737,0.01719,RM,1.043859649122807,0.84,NA,NA,NA
1,94Urchin,2019-07-03,14:30:00,dd,"HW, RG",NA,2_1,2,330,1,145,0,NA,NA,T2Q1,NA,NA,8808.21059359641,12.5,3.415650255319866,0.20001651020308528,0.20001651020308528,29.997523673960437,59.30829376847934,-1.6093553648258216,-1.5724913688072644,1,24.81939599,-76.26096603,93.6,89.30581744243977,293.6312573441667,3.12025755916813,5.684289435002988,1.1663923189238081,-0.08487004351561625,0.5018048259653026,1.0384214944302799,0.6119167424749764,-1.0855701456526592,-0.5293035946455971,-0.44080464483978893,0.5846138558098111,0.04883341497352287,NA,NA,20.3,1.7146428199482244,5,0.7668115805072324,454,2.903,1.145,15.64,1.5820872289478853,0.01667,HW,0.31938325991189426,1.2979539641943734,NA,NA,NA
1,94Urchin,2019-07-03,14:30:00,dd,"HW, RG",NA,2_2,2,330,2,213,3.4,NA,NA,T2Q2,NA,NA,8808.21059359641,16.125,2.6575364531836625,0.20001651020308528,0.20001651020308528,29.997523673960437,59.30829376847934,-1.6093553648258216,-1.5724913688072644,1,24.81939599,-76.26096603,93.6,89.30581744243977,293.6312573441667,3.12025755916813,5.684289435002988,1.1663923189238081,-0.08487004351561625,0.5018048259653026,1.0384214944302799,0.6119167424749764,0.8973951904751408,-0.025942595083123493,-0.44080464483978893,0.5846138558098111,0.04883341497352287,NA,NA,11.1,0.8860022573334673,5,0.39623225512317883,398,3.197,3.844,11.16,2.0206434618705,0.01654,RM,0.535175879396985,0.9946236559139785,NA,NA,NA
1,94Urchin,2019-07-03,14:30:00,dd,"HW, RG",NA,2_3,2,330,3,70,4.9,NA,NA,T2Q3,NA,NA,8808.21059359641,13.25,1.5545631755148024,0.20001651020308528,0.20001651020308528,29.997523673960437,59.30829376847934,-1.6093553648258216,-1.5724913688072644,1,24.81939599,-76.26096603,93.6,89.30581744243977,293.6312573441667,3.12025755916813,5.684289435002988,1.1663923189238081,-0.08487004351561625,0.5018048259653026,1.0384214944302799,0.6119167424749764,1.7722328387668176,-0.425159939563706,-0.44080464483978893,0.5846138558098111,0.04883341497352287,NA,NA,7.98,1.6376812876747417,5,0.7323933369440222,120,0.571,2.795,6.62,0.27748873851023215,0.01719,RM,0.5833333333333334,1.2054380664652569,NA,NA,NA
1,94Urchin,2019-07-03,14:30:00,dd,"HW, RG",NA,3_1,3,150,1,141,0,NA,NA,T3Q1,NA,NA,8808.21059359641,12.5,3.415650255319866,0.20001651020308528,0.20001651020308528,29.997523673960437,59.30829376847934,-1.6093553648258216,-1.5724913688072644,1,24.81939599,-76.26096603,93.6,89.30581744243977,293.6312573441667,3.12025755916813,5.684289435002988,1.1663923189238081,-0.08487004351561625,0.5018048259653026,1.0384214944302799,0.6119167424749764,-1.0855701456526592,-0.5293035946455971,-0.44080464483978893,0.5846138558098111,0.04883341497352287,NA,NA,14.68,1.9408760908414529,5,0.8679861750051091,193,1.5,2.14,16.92,3.3010604356782087,0.01667,HW,0.7305699481865285,0.867612293144208,NA,NA,NA
1,94Urchin,2019-07-03,14:30:00,dd,"HW, RG",NA,3_2,3,150,2,196,0.7,NA,NA,T3Q2,NA,NA,8808.21059359641,16.125,2.6575364531836625,0.20001651020308528,0.20001651020308528,29.997523673960437,59.30829376847934,-1.6093553648258216,-1.5724913688072644,1,24.81939599,-76.26096603,93.6,89.30581744243977,293.6312573441667,3.12025755916813,5.684289435002988,1.1663923189238081,-0.08487004351561625,0.5018048259653026,1.0384214944302799,0.6119167424749764,-0.6773125764498767,-0.025942595083123493,-0.44080464483978893,0.5846138558098111,0.04883341497352287,NA,NA,13.7,4.504442251822082,5,2.01444781515928,148,1.006,3.793,11.56,1.1326958991715297,0.01654,RM,1.3243243243243243,1.1851211072664358,NA,NA,NA
